@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: entex apr 3 noms\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 04 / 02 / 2001 11 : 45\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nronald _ s _ fancher @ reliantenergy . com on 04 / 02 / 2001 11 : 32 : 33 am\r\nto : tom . acton @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : apr 3 noms\r\nthis is a multipart message in mime format .\r\n- - = _ mixed 005 acf 2486256 a 22 _ =\r\ncontent - type : multipart / alternative ; boundary = \" = _ alternative\r\n005 acf 2486256 a 22 _ = \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ =\r\ncontent - type : text / plain ; charset = \" us - ascii \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ =\r\ncontent - type : text / html ; charset = \" us - ascii \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ = - -\r\n- - = _ mixed 005 acf 2486256 a 22 _ =\r\ncontent - type : application / x - ms - excel ; name = \" hpl - apr . xls \"\r\ncontent - disposition : attachment ; filename = \" hpl - apr . xls \"\r\ncontent - transfer - encoding : binary\r\n- hpl - apr . xls',ham
'Subject: mobil beaumont - marol\r\njust want to confirm the march midcon volumes for mobil :\r\n3 / 21 28 , 271\r\n3 / 22 26 , 221\r\n3 / 23 24 , 459\r\n3 / 24 30 , 000\r\n3 / 25 30 , 000\r\n3 / 26 26 , 852\r\n3 / 27 30 , 000\r\n3 / 28 30 , 000\r\n3 / 29 30 , 000\r\n3 / 30 20 , 164\r\n3 / 31 12 , 365\r\ntotal 288 , 332 mmbtu\r\nthis is what i saw in pops - please let me know if there should be any different volumes / days .\r\nthanks for your help .\r\nrebecca\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 04 / 02 / 2001 10 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : lee l papayoti @ ect on 03 / 21 / 2001 01 : 58 pm\r\nto : rebecca griffin / na / enron @ enron\r\ncc : daren j farmer / hou / ect @ ect\r\nsubject : mobil beaumont - marol\r\nrebecca\r\nfor mobil in march , beginning on march 21 , hpl started delivering 30 , 000 / d for midcon ( just like we did in dec and jan , and maybe in feb too )\r\ncheck with daren farmer when you get ready to do the flash invoice on the first to confirm the midcon volume amounts and dates\r\nthanks ! ! ! ! !\r\nlee',ham
'Subject: re : actual flow for april 3 rd\r\nwe agree\r\n\" eileen ponton \" on 04 / 04 / 2001 10 : 41 : 53 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : actual flow for april 3 rd\r\nmeasurement report i just received shows \" 0 \" flow for the 3 rd . . . . . .',ham
'Subject: re : noms / actual flow for 4 / 01 / 01\r\nwe agree with 35 . 000 for april 1 , 2001\r\n\" eileen ponton \" on 04 / 04 / 2001 09 : 37 : 36 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com ,\r\nliz . bellamy @ enron . com\r\ncc :\r\nsubject : noms / actual flow for 4 / 01 / 01\r\ni will agree with the nom of 35 , 000 for the lst . we are experiencing\r\ndifficulties in downloading actual flow volumes from el paso thus my gas\r\ncontrol has advised to use a flow rate of 35 , 000 for the lst at this point\r\nin time . when we receive a more accurate measurement volume i will forward\r\nto you . . . . . . .',ham
'Subject: wellhead adjustments\r\ndaren ,\r\nplease see the attached file .\r\nbob',ham
'Subject: gathering meters adjustments\r\nplease refer to the attached spreadsheet . the gathering meters nominations\r\nhave been adjusted to the volumes in the avg column effective 4 / 9 / 01 .\r\nbob',ham
'Subject: re : teco trading conf . call - 3 : 30 monday\r\nthe conference room has changed to eb 3127 .\r\n- - - - - original message - - - - -\r\nfrom : curry , mike\r\nsent : friday , april 6 , 2001 5 : 34 pm\r\nto : gilbert - smith , doug ; dean , clint ; day , smith ; wagner , joseph ; wallis , janet ; farmer , daren ; zisman , stuart\r\ncc : gardner , stephanie\r\nsubject : teco trading conf . call - 3 : 30 monday\r\nplease attend a short trading meeting on the teco deal at 3 : 30 pm on monday 4 / 9 ( stephanie - please get us eb 3143 c starting at 3 : 30 pm , i already have it at 4 pm ) to discuss the trading aspects of the teco frontera deal . at 4 : 00 pm we will have a conference call with teco to coordinate anything for scheduling tues 4 / 10 for wed 4 / 11 . i apologize for the short notice .\r\nany questions please ask , we all need to read and understand the contract thoroughly in order to meet our obligations for teco .\r\n.\r\nthanks , - mike\r\n>',ham
'Subject: jill ,\r\ni have had several discussions with daren farmer and below are a few questions remaining .\r\nann mag - which plant does this gas come into or out of ? daren farmer indicated that ngpl / trunkline is connected to la gloria ( agua dulce ) and tenn / coral / shannel are connected to the gulf plains plant ( agua dulce minus ) . do we have an option on which plant tailgait we would like delivery ? if so daren said we would prefer the gulf plains plant .\r\noakhill - are all three at the carthage hub ? if so , then the texas desk will give a quote , probably hsc minus , otherwise the east and central desk will need to quote the volume into tetco and koch mid , respectively .\r\nvaquillas ranch km - what plant processes this gas ?\r\nwhite heron - where is this ? could not find it on the map and daren was not familiar with this field .\r\nsheridan field - daren assumed this was the shell sheridan plant , but he wanted to verify with you .\r\nhungerford north - where is this ?\r\nbear den - where is this ?\r\nmoore \' s station - where is this ?\r\ndan hughes - hpl is quoting this volume ( as well as several other field connected to hpl ) and they need a meter number for this field .\r\nwe have one less day to get these quotes than originally anticipated because of friday being \" good friday \" and basically all of the 32 nd floor being out , myself included .\r\nso , let me know via voicemail or email what you can find out regarding the above questions . the properties we do not have any questions on are currently being quoted up , or will be tomorrow morning .\r\ncall with any questions\r\neric\r\nwork 713 - 345 - 7754\r\ncell 713 - 412 - 7754\r\nps - just a reminder , we are getting the volumes quoted at our preferred liquid point and it will be eex \' s responsibility / burden to get the gas to that point .',ham
'Subject: young families egg hunt\r\nbammelyoungfamilies\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nstart your own free email list at http : / / www . listbot . com / links / joinlb\r\nto unsubscribe , write to - unsubscribe @ listbot . com',ham
'Subject: retroactive adjustments\r\nthe following volume adjustment was entered today retroactive to 4 / 1 / 01 :\r\ndeal # meter # tr . zn . from to price\r\n737854 9885 05 0 1 , 100 gas daily - 0 . 14\r\nbob',ham
'Subject: hpl nom for april 21 - 23 , 2001\r\n( see attached file : hplno 421 . xls )\r\n- hplno 421 . xls',ham
'Subject: hpl nom for april 25 , 2001\r\n( see attached file : hplno 425 . xls )\r\n- hplno 425 . xls',ham
'Subject: re : nom / actual volume for april 23 rd\r\nwe agree\r\n\" eileen ponton \" on 04 / 24 / 2001 12 : 18 : 39 pm\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : nom / actual volume for april 23 rd\r\nnom mcf mmbtu\r\n30 , 208 30 , 046 30 , 858\r\nbtu = 1 . 027',ham
'Subject: re : may wellhead \" spot \" purchases - request\r\nbob ,\r\ni \' m still concern about april \' s nom ; if we don \' t take it to zero , than we could have the possibility of the allocations group adding volumes to barrett \' s april deal . this would be incorrect .\r\nvlt\r\n- - - - - original message - - - - -\r\nfrom : cotten , robert\r\nsent : thursday , april 26 , 2001 9 : 27 am\r\nto : taylor , vance l .\r\ncc : weissman , george ; daren j farmer / hou / ect @ enron ; graves , melissa ; susan smith / hou / ect @ enron\r\nsubject : re : may wellhead \" spot \" purchases - request\r\nvance ,\r\nbased on the information below , nominations are being revised effective may 1 , 2001 :\r\ncounterparty meter # orig . nom rev . nom\r\nbarrett resources 0435 1 , 536 0\r\nseneca resources 0435 3 , 073 4 , 609\r\ntotal 4 , 609 4 , 609\r\nbob\r\nfrom : vance l taylor / enron @ enronxgate on 04 / 25 / 2001 08 : 42 am\r\nto : robert cotten / hou / ect @ ect\r\ncc : george weissman / hou / ect @ ect , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate\r\nsubject : re : may wellhead \" spot \" purchases - request\r\nbob ,\r\nhplc continues to purchase gas from both ocean and seneca on a term basis ; firm tickets were submitted for april origination beginning with the month of april . as for as barrett , they are selling their gas under a joa with seneca ; therefore , 100 \% of barrett \' s production is being paid to seneca . consequently , you should see tickets in sitara for both counterparties .\r\nlet me know is you can \' t .\r\nvlt\r\nx 36353\r\n- - - - - original message - - - - -\r\nfrom : cotten , robert\r\nsent : tuesday , april 24 , 2001 6 : 20 pm\r\nto : taylor , vance l .\r\ncc : weissman , george\r\nsubject : re : may wellhead \" spot \" purchases - request\r\nvance ,\r\nare we still purchasing gas at meter 435 from barrett resources , ocean energy and seneca resources ? they were on george \' s spreadsheet but they are not termed up . the only deals termed up are mariner , st . mary land , walter oil & gas and the meridian resource .\r\nbob\r\nfrom : vance l taylor / enron @ enronxgate on 04 / 24 / 2001 04 : 25 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc : janie aguayo / hou / ect @ ect , lisa hesse / hou / ect @ ect , julie meyers / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate , george weissman / hou / ect @ ect\r\nsubject : may wellhead \" spot \" purchases - request\r\nbob ,\r\nhplc will be purchasing wellhead gas from the producers listed below for the production month of may , 2001 . this production will be purchased on a \" spot \" basis and deal tickets should be created and entered into sitara based on the following information :\r\ncounterparty meter volume price\r\napache corporation 0435 1409 mmbtu / d 100 \% if / hsc less $ 0 . 10\r\nwhiting petroleum corp 6523 113 mmbtu / d 85 \% if / hsc\r\nel paso merchant energy , lp 5923 622 mmbtu / d 100 \% if / hsc less $ 0 . 26\r\nel paso merchant energy , lp 5848 203 mmbtu / d 85 \% if / hsc swift energy 2630 21 mmbtu / d 100 \% if / hsc less $ 1 . 38\r\nduke energy trading & marketing 6347 147 mmbtu / d 85 \% if / hsc\r\nhesco gathering oil co . 6063 289 mmbtu / d 85 \% if / hsc\r\nembassy natural gas inc . 6598 lmmbtu / d 85 \% if / hsc\r\nstone energy 9696 2745 mmbtu / d 100 \% if / hsc less $ 0 . 20\r\nthe houston exploration 9696 3407 mmbtu / d 100 \% if / hsc less $ 0 . 20\r\namerada hess ( hess energy svcs ) 0435 1104 mmbtu / d 100 \% if / hsc less $ 0 . 14\r\ncrosstex energy services , ltd . 0435 656 mmbtu / d 100 \% if / hsc less $ 0 . 12\r\ntri - union development 0435 149 mmbtu / d 100 \% if / hsc less $ 0 . 055\r\nranger oil company 9871 200 mmbtu / d 85 \% if / hsc if 300 / d\r\nthese are producer svcs . deals and should be tracked in the im wellhead portfolio . . . attached to the gathering contract .\r\nadditionally , if at all possible , please do not confirm the apache and crosstex deals as we expect to receive term firm contracts in the very near future .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: westex documents\r\nper butch cheatham \' s request , i am sending you the following documents :\r\n( see attached file : exhibit a - westex terms and conditions intrastate . doc ) ( see\r\nattached file : westex gas service agreement ( base ) . doc ) ( see attached file :\r\nwestex transportation order . doc )\r\n- exhibit a - westex terms and conditions intrastate . doc\r\n- westex gas service agreement ( base ) . doc\r\n- westex transportation order . doc',ham
'Subject: f . o . m . hpl nom . eff . may 1 , 2001\r\nthe nomination for may 1 was not available until today . the nom was rolled from april at 5 , 100 / d . the nomination of 5 , 000 / d has been made retroactive to may 1 .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 05 / 01 / 2001 01 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nbob withers on 05 / 01 / 2001 12 : 13 : 02 pm\r\nto : \" bob cotten ( e - mail ) \"\r\ncc : \" tom acton ( e - mail ) \" , knox westmoreland , stretch brennan\r\nsubject : f . o . m . hpl nom . eff . may 1 , 2001\r\nthis is the estimated josey ranch nomination for the month of may 2001 . the\r\nhpl nomination volume to be effective 5 / 1 / 2001 is :\r\n5 , 000 mmbtu / day for kcs resources\r\n1 , 200 mmbtu / day for texaco\r\n6 , 200 mmbtu / day total ( assumed btu factor of 1 . 078\r\n@ 14 . 65 dry )\r\nif you need additional information , kcs \' field contact is stretch brennan in\r\nvictoria : 512 / 576 - 1005 .\r\nbob withers > <\r\nkcs energy , inc .\r\n5555 san felipe , suite 1200\r\nhouston , tx 77056\r\nvoice 713 - 964 - 9434 fax 713 - 877 - 1394',ham
'Subject: re : noms / actual vols for may lst\r\nwe agree\r\n\" eileen ponton \" on 05 / 02 / 2001 10 : 56 : 36 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : noms / actual vols for may lst\r\nnom mcf mmbtu\r\n47 , 500 43 , 506 44 , 681\r\nnom :\r\n9 : 00 to 14 : 00 30 , 000 ( 5 hours )\r\n14 : 00 - 4 : 00 60 , 000 ( 10 hours )\r\n4 : 00 to 9 : 00 40 , 000 ( 5 hours )',ham
'Subject: re : nom / actual for may 2 nd\r\nwe agree\r\n\" eileen ponton \" on 05 / 03 / 2001 03 : 12 : 15 pm\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : nom / actual for may 2 nd\r\nnom mcf mmbtu\r\n32 , 500 31 , 829 32 , 689\r\nbtu = 1 . 027',ham
'Subject: gulf coast pipeline company dyersdale area , harris co . , tx meters\r\n4555 , 6677 , 9618 & 9889\r\ndaren ,\r\nfyi . the meter is not set up yet .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 05 / 03 / 2001 01 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp . from : george weissman 05 / 03 / 2001 11 : 01 am\r\nto : karl stewart / hou / ect @ ect\r\ncc : robert cotten / hou / ect @ ect , donna consemiu / hou / ect @ ect , melissa graves / hou / ect , cynthia hakemack / hou / ect @ ect\r\nsubject : gulf coast pipeline company\r\ndyersdale area , harris co . , tx\r\nmeters 4555 , 6677 , 9618 & 9889\r\nkarl , please activate meter 098 - 9889 so that bob can attach deal 752482 to it . george 713 . 571 . 3159\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 03 / 2001 10 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp . from : george weissman 05 / 02 / 2001 04 : 32 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc : mike morris / corp / enron @ enron , melissa graves / hou / ect , cynthia hakemack / hou / ect @ ect\r\nsubject : gulf coast pipeline company\r\ndyersdale area , harris co . , tx\r\nmeters 4555 , 6677 , 9618 the rate for 9889 was agreed to by the parties for may only . please make sure that the proper transport rate is attached to each sitara deal as follows :\r\nmeter 6677 sitara 166026 lynx energy company , inc . $ 0 . 20 for march , $ 0 . 65 for april and may\r\nmeter 4555 sitara 139067 danex energy company $ 0 . 65 for may\r\nmeter 9618 sitara 138233 gulf coast pipeline company $ 0 . 65 for may\r\nmeter 9889 sitara 752482 d & p operating company $ 0 . 65 for may\r\nthe 6 / 1 / 96 gas gathering agreement has been terminated effective 5 / 31 / 01 and will be replaced by an agreement dated 6 / 1 / 01 between gulf coast pipeline partners , l . p . and houston pipe line company .\r\ngeorge 713 . 571 . 3159\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 02 / 2001 02 : 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmichael w morris\r\n05 / 02 / 2001 02 : 14 pm\r\nto : george weissman / hou / ect @ ect\r\ncc :\r\nsubject : transport rates on gulf coast pipeline partners\r\ngeorge ,\r\ni informed you incorrectley on the transport rates on gulf coast for march , april , & may .\r\nthis is how it should be :\r\nmeter 6677\r\nmarch rate $ . 20\r\napril rate $ . 65\r\nmay rate $ . 65\r\nmeter 4555\r\nmay rate $ . 65\r\nmeter 9618\r\nmay rate $ . 65\r\nwe need to amend the current gulf coast contract to reflect these changes . i told tom cones\r\nwe would have this amendment to him the first of next week .',ham
'Subject: planned deliveries for phase ii pigging\r\ngentlemen :\r\nplease review and let me know if you have any questions .\r\nfor scheduling purposes , we will show a receipt from hpl ( transportation\r\nagreement # 4047 ) at agua dulce of 45 , 000 , with deliveries to :\r\nair products - la porte 5 , 000\r\noxy battleground 10 , 000\r\nrohm & haas dp 20 , 000\r\ndupont dp 10 , 000\r\ndwight : you will need to coordinate these flow changes with the facilities .\r\nthanks ,\r\n>\r\nthis email and any files transmitted with it from the elpaso\r\ncorporation are confidential and intended solely for the\r\nuse of the individual or entity to whom they are addressed .\r\nif you have received this email in error please notify the\r\nsender .\r\n- smartpigging ( 812 - lomax ) market takes plan final . xls',ham
'Subject: 1601\r\ndaren , i need deal ticket 745546 extended on both ends . 4 / 23 for flow of 35 and 5 / 1 / for flow of 132 . this will help clear up some allocation exceptions . thanks .',ham
'Subject: hpl nom for may 11 , 2001\r\n( see attached file : hplno 511 . xls )\r\n- hplno 511 . xls',ham
